codigo,nome,tipo,data,partido,num_votos,perc_votos,mandatos
170000,Vila Real,AR,2005-02-20,CDS-PP,8509,6.76,0
170000,Vila Real,AR,2005-02-20,CDU,3275,2.6,0
170000,Vila Real,AR,2005-02-20,BE,3019,2.4,0
170000,Vila Real,AR,2005-02-20,PND,631,0.5,0
170000,Vila Real,AR,2005-02-20,PCTP/MRPP,562,0.45,0
170000,Vila Real,AR,2005-02-20,PH,507,0.4,0
170000,Vila Real,AR,2005-02-20,PNR,207,0.16,0
170000,Vila Real,AR,2005-02-20,PDA,164,0.13,0
180000,Viseu,AR,2005-02-20,PS,86497,40.41,4
180000,Viseu,AR,2005-02-20,PPD/PSD,86002,40.18,4
180000,Viseu,AR,2005-02-20,CDS-PP,18477,8.63,1
180000,Viseu,AR,2005-02-20,BE,7149,3.34,0
180000,Viseu,AR,2005-02-20,CDU,4792,2.24,0
180000,Viseu,AR,2005-02-20,PND,1537,0.72,0
180000,Viseu,AR,2005-02-20,PCTP/MRPP,1038,0.48,0
180000,Viseu,AR,2005-02-20,PH,996,0.47,0
180000,Viseu,AR,2005-02-20,PNR,434,0.2,0
210001,Açores,AR,2009-09-27,PS,37826,39.7,3
210001,Açores,AR,2009-09-27,PPD/PSD,34041,35.72,2
210001,Açores,AR,2009-09-27,CDS-PP,9841,10.33,0
210001,Açores,AR,2009-09-27,BE,6966,7.31,0
210001,Açores,AR,2009-09-27,CDU,2093,2.2,0
210001,Açores,AR,2009-09-27,PCTP/MRPP,608,0.64,0
210001,Açores,AR,2009-09-27,MPT,380,0.4,0
210001,Açores,AR,2009-09-27,PPM,313,0.33,0
210001,Açores,AR,2009-09-27,MEP,259,0.27,0
210001,Açores,AR,2009-09-27,MMS,148,0.16,0
210001,Açores,AR,2009-09-27,PPV,142,0.15,0
10000,Aveiro,AR,2009-09-27,PPD/PSD,134842,34.56,7
10000,Aveiro,AR,2009-09-27,PS,131693,33.75,6
10000,Aveiro,AR,2009-09-27,CDS-PP,50663,12.98,2
10000,Aveiro,AR,2009-09-27,BE,34975,8.96,1
10000,Aveiro,AR,2009-09-27,CDU,14985,3.84,0
10000,Aveiro,AR,2009-09-27,PCTP/MRPP,2960,0.76,0
10000,Aveiro,AR,2009-09-27,MMS,2520,0.65,0
10000,Aveiro,AR,2009-09-27,MEP,1501,0.38,0
10000,Aveiro,AR,2009-09-27,PND,1030,0.26,0
10000,Aveiro,AR,2009-09-27,PPM,1004,0.26,0
10000,Aveiro,AR,2009-09-27,PPV,759,0.19,0
10000,Aveiro,AR,2009-09-27,PNR,680,0.17,0
10000,Aveiro,AR,2009-09-27,MPT-PH,645,0.17,0
20000,Beja,AR,2009-09-27,PS,28418,34.88,2
20000,Beja,AR,2009-09-27,CDU,23665,29.05,1
20000,Beja,AR,2009-09-27,PPD/PSD,11889,14.59,0
20000,Beja,AR,2009-09-27,BE,8142,9.99,0
20000,Beja,AR,2009-09-27,CDS-PP,4655,5.71,0
20000,Beja,AR,2009-09-27,PCTP/MRPP,1278,1.57,0
20000,Beja,AR,2009-09-27,MPT-PH,254,0.31,0
20000,Beja,AR,2009-09-27,MEP,241,0.3,0
20000,Beja,AR,2009-09-27,PPM,178,0.22,0
20000,Beja,AR,2009-09-27,MMS,169,0.21,0
20000,Beja,AR,2009-09-27,PNR,138,0.17,0
20000,Beja,AR,2009-09-27,PPV,124,0.15,0
20000,Beja,AR,2009-09-27,POUS,117,0.14,0
30000,Braga,AR,2009-09-27,PS,207518,41.73,9
30000,Braga,AR,2009-09-27,PPD/PSD,153178,30.8,6
30000,Braga,AR,2009-09-27,CDS-PP,48102,9.67,2
30000,Braga,AR,2009-09-27,BE,38884,7.82,1
30000,Braga,AR,2009-09-27,CDU,23075,4.64,1
30000,Braga,AR,2009-09-27,PCTP/MRPP,3825,0.77,0
30000,Braga,AR,2009-09-27,PND,3819,0.77,0
30000,Braga,AR,2009-09-27,MEP,1531,0.31,0
30000,Braga,AR,2009-09-27,PPM,1518,0.31,0
30000,Braga,AR,2009-09-27,MPT-PH,1204,0.24,0
30000,Braga,AR,2009-09-27,MMS,955,0.19,0
30000,Braga,AR,2009-09-27,PNR,841,0.17,0
30000,Braga,AR,2009-09-27,PPV,798,0.16,0
30000,Braga,AR,2009-09-27,POUS,395,0.08,0
40000,Bragança,AR,2009-09-27,PPD/PSD,34084,40.64,2
40000,Bragança,AR,2009-09-27,PS,27654,32.97,1
40000,Bragança,AR,2009-09-27,CDS-PP,10541,12.57,0
40000,Bragança,AR,2009-09-27,BE,5180,6.18,0
40000,Bragança,AR,2009-09-27,CDU,2020,2.41,0
40000,Bragança,AR,2009-09-27,PCTP/MRPP,529,0.63,0
40000,Bragança,AR,2009-09-27,MEP,322,0.38,0
40000,Bragança,AR,2009-09-27,PND,302,0.36,0
40000,Bragança,AR,2009-09-27,MMS,193,0.23,0
40000,Bragança,AR,2009-09-27,PPM,188,0.22,0
40000,Bragança,AR,2009-09-27,MPT-PH,158,0.19,0
40000,Bragança,AR,2009-09-27,PNR,132,0.16,0
40000,Bragança,AR,2009-09-27,PPV,100,0.12,0
50000,Castelo Branco,AR,2009-09-27,PS,48105,40.98,2
50000,Castelo Branco,AR,2009-09-27,PPD/PSD,34925,29.75,2
50000,Castelo Branco,AR,2009-09-27,BE,10632,9.06,0
50000,Castelo Branco,AR,2009-09-27,CDS-PP,9843,8.39,0
50000,Castelo Branco,AR,2009-09-27,CDU,5937,5.06,0
50000,Castelo Branco,AR,2009-09-27,PCTP/MRPP,1130,0.96,0
50000,Castelo Branco,AR,2009-09-27,MMS,508,0.43,0
50000,Castelo Branco,AR,2009-09-27,PTP,402,0.34,0
50000,Castelo Branco,AR,2009-09-27,PPM,394,0.34,0
50000,Castelo Branco,AR,2009-09-27,MPT-PH,352,0.3,0
50000,Castelo Branco,AR,2009-09-27,MEP,348,0.3,0
50000,Castelo Branco,AR,2009-09-27,PNR,263,0.22,0
50000,Castelo Branco,AR,2009-09-27,PPV,250,0.21,0
60000,Coimbra,AR,2009-09-27,PS,89855,37.99,4
60000,Coimbra,AR,2009-09-27,PPD/PSD,72461,30.63,4
60000,Coimbra,AR,2009-09-27,BE,25514,10.79,1
60000,Coimbra,AR,2009-09-27,CDS-PP,20706,8.75,1
60000,Coimbra,AR,2009-09-27,CDU,13538,5.72,0
60000,Coimbra,AR,2009-09-27,PCTP/MRPP,2504,1.06,0
60000,Coimbra,AR,2009-09-27,MEP,1077,0.46,0
60000,Coimbra,AR,2009-09-27,PPM,691,0.29,0
60000,Coimbra,AR,2009-09-27,PTP,542,0.23,0
60000,Coimbra,AR,2009-09-27,MMS,463,0.2,0
60000,Coimbra,AR,2009-09-27,MPT-PH,450,0.19,0
60000,Coimbra,AR,2009-09-27,PNR,446,0.19,0
60000,Coimbra,AR,2009-09-27,POUS,241,0.1,0
750040,Europa,AR,2009-09-27,PS,7267,43.31,1
750040,Europa,AR,2009-09-27,PPD/PSD,3998,23.83,1
750040,Europa,AR,2009-09-27,BE,796,4.74,0
750040,Europa,AR,2009-09-27,CDS-PP,787,4.69,0
750040,Europa,AR,2009-09-27,CDU,734,4.37,0
750040,Europa,AR,2009-09-27,MPT-PH,195,1.16,0
750040,Europa,AR,2009-09-27,PCTP/MRPP,131,0.78,0
750040,Europa,AR,2009-09-27,MEP,71,0.42,0
750040,Europa,AR,2009-09-27,PPM,48,0.29,0
750040,Europa,AR,2009-09-27,PND,36,0.21,0
750040,Europa,AR,2009-09-27,MMS,25,0.15,0
750040,Europa,AR,2009-09-27,PPV,12,0.07,0
70000,Évora,AR,2009-09-27,PS,32024,35.03,1
70000,Évora,AR,2009-09-27,CDU,20411,22.33,1
70000,Évora,AR,2009-09-27,PPD/PSD,17362,18.99,1
70000,Évora,AR,2009-09-27,BE,10168,11.12,0
70000,Évora,AR,2009-09-27,CDS-PP,5837,6.39,0
70000,Évora,AR,2009-09-27,PCTP/MRPP,1908,2.09,0
70000,Évora,AR,2009-09-27,MEP,366,0.4,0
70000,Évora,AR,2009-09-27,PPM,294,0.32,0
70000,Évora,AR,2009-09-27,MMS,182,0.2,0
70000,Évora,AR,2009-09-27,MPT-PH,156,0.17,0
70000,Évora,AR,2009-09-27,PNR,152,0.17,0
70000,Évora,AR,2009-09-27,PND,150,0.16,0
80000,Faro,AR,2009-09-27,PS,64205,31.86,3
80000,Faro,AR,2009-09-27,PPD/PSD,52728,26.16,3
80000,Faro,AR,2009-09-27,BE,30888,15.33,1
80000,Faro,AR,2009-09-27,CDS-PP,21611,10.72,1
80000,Faro,AR,2009-09-27,CDU,15672,7.78,0
80000,Faro,AR,2009-09-27,PCTP/MRPP,2802,1.39,0
80000,Faro,AR,2009-09-27,PPM,949,0.47,0
80000,Faro,AR,2009-09-27,MEP,943,0.47,0
80000,Faro,AR,2009-09-27,PND,874,0.43,0
80000,Faro,AR,2009-09-27,PNR,872,0.43,0
80000,Faro,AR,2009-09-27,PPV,841,0.42,0
80000,Faro,AR,2009-09-27,MPT-PH,772,0.38,0
80000,Faro,AR,2009-09-27,MMS,584,0.29,0
80000,Faro,AR,2009-09-27,POUS,419,0.21,0
750050,Fora da Europa,AR,2009-09-27,PPD/PSD,4736,54.47,2
750050,Fora da Europa,AR,2009-09-27,PS,1916,22.04,0
750050,Fora da Europa,AR,2009-09-27,CDS-PP,274,3.15,0
750050,Fora da Europa,AR,2009-09-27,BE,177,2.04,0
750050,Fora da Europa,AR,2009-09-27,CDU,90,1.04,0
750050,Fora da Europa,AR,2009-09-27,MPT-PH,90,1.04,0
750050,Fora da Europa,AR,2009-09-27,MEP,69,0.79,0
750050,Fora da Europa,AR,2009-09-27,PND,60,0.69,0
750050,Fora da Europa,AR,2009-09-27,PPM,43,0.49,0
750050,Fora da Europa,AR,2009-09-27,PPV,37,0.43,0
750050,Fora da Europa,AR,2009-09-27,PCTP/MRPP,23,0.26,0
750050,Fora da Europa,AR,2009-09-27,PNR,14,0.16,0
750050,Fora da Europa,AR,2009-09-27,MMS,12,0.14,0
90000,Guarda,AR,2009-09-27,PS,36839,35.99,2
90000,Guarda,AR,2009-09-27,PPD/PSD,36428,35.59,2
90000,Guarda,AR,2009-09-27,CDS-PP,11426,11.16,0
90000,Guarda,AR,2009-09-27,BE,7730,7.55,0
90000,Guarda,AR,2009-09-27,CDU,3344,3.27,0
90000,Guarda,AR,2009-09-27,PCTP/MRPP,1114,1.09,0
90000,Guarda,AR,2009-09-27,PND,518,0.51,0
90000,Guarda,AR,2009-09-27,PPM,339,0.33,0
90000,Guarda,AR,2009-09-27,PTP,330,0.32,0
90000,Guarda,AR,2009-09-27,PPV,299,0.29,0
90000,Guarda,AR,2009-09-27,MEP,291,0.28,0
90000,Guarda,AR,2009-09-27,MPT-PH,287,0.28,0
90000,Guarda,AR,2009-09-27,MMS,197,0.19,0
100000,Leiria,AR,2009-09-27,PPD/PSD,86195,34.92,4
100000,Leiria,AR,2009-09-27,PS,74294,30.1,4
100000,Leiria,AR,2009-09-27,CDS-PP,30980,12.55,1
100000,Leiria,AR,2009-09-27,BE,23418,9.49,1
100000,Leiria,AR,2009-09-27,CDU,12643,5.12,0
100000,Leiria,AR,2009-09-27,PCTP/MRPP,1941,0.79,0
100000,Leiria,AR,2009-09-27,MEP,1194,0.48,0
100000,Leiria,AR,2009-09-27,MMS,908,0.37,0
100000,Leiria,AR,2009-09-27,PPM,893,0.36,0
100000,Leiria,AR,2009-09-27,PND,749,0.3,0
100000,Leiria,AR,2009-09-27,POUS,667,0.27,0
100000,Leiria,AR,2009-09-27,MPT-PH,636,0.26,0
100000,Leiria,AR,2009-09-27,PPV,632,0.26,0
100000,Leiria,AR,2009-09-27,PTP,516,0.21,0
100000,Leiria,AR,2009-09-27,PNR,437,0.18,0
110000,Lisboa,AR,2009-09-27,PS,417561,36.35,19
110000,Lisboa,AR,2009-09-27,PPD/PSD,288343,25.1,13
110000,Lisboa,AR,2009-09-27,CDS-PP,126154,10.98,5
110000,Lisboa,AR,2009-09-27,BE,124251,10.82,5
110000,Lisboa,AR,2009-09-27,CDU,113564,9.89,5
110000,Lisboa,AR,2009-09-27,PCTP/MRPP,10012,0.87,0
110000,Lisboa,AR,2009-09-27,MEP,9403,0.82,0
110000,Lisboa,AR,2009-09-27,MMS,4634,0.4,0
110000,Lisboa,AR,2009-09-27,PNR,4367,0.38,0
110000,Lisboa,AR,2009-09-27,PND,4197,0.37,0
110000,Lisboa,AR,2009-09-27,PPM,3193,0.28,0
110000,Lisboa,AR,2009-09-27,MPT-PH,3093,0.27,0
110000,Lisboa,AR,2009-09-27,PTP,1874,0.16,0
110000,Lisboa,AR,2009-09-27,POUS,844,0.07,0
220000,Madeira,AR,2009-09-27,PPD/PSD,66190,48.1,4
220000,Madeira,AR,2009-09-27,PS,26735,19.43,1
220000,Madeira,AR,2009-09-27,CDS-PP,15300,11.12,1
220000,Madeira,AR,2009-09-27,BE,8486,6.17,0
220000,Madeira,AR,2009-09-27,CDU,5796,4.21,0
220000,Madeira,AR,2009-09-27,PND,4761,3.46,0
220000,Madeira,AR,2009-09-27,MPT,2885,2.1,0
220000,Madeira,AR,2009-09-27,PCTP/MRPP,1459,1.06,0
220000,Madeira,AR,2009-09-27,PPM,726,0.53,0
220000,Madeira,AR,2009-09-27,MEP,576,0.42,0
220000,Madeira,AR,2009-09-27,PNR,482,0.35,0
220000,Madeira,AR,2009-09-27,MMS,336,0.24,0
120000,Portalegre,AR,2009-09-27,PS,25317,38.29,1
120000,Portalegre,AR,2009-09-27,PPD/PSD,15763,23.84,1
120000,Portalegre,AR,2009-09-27,CDU,8510,12.87,0
120000,Portalegre,AR,2009-09-27,BE,7109,10.75,0
120000,Portalegre,AR,2009-09-27,CDS-PP,5286,7.99,0
120000,Portalegre,AR,2009-09-27,PCTP/MRPP,1316,1.99,0
120000,Portalegre,AR,2009-09-27,PPM,174,0.26,0
120000,Portalegre,AR,2009-09-27,PNR,151,0.23,0
120000,Portalegre,AR,2009-09-27,MEP,151,0.23,0
120000,Portalegre,AR,2009-09-27,MMS,151,0.23,0
120000,Portalegre,AR,2009-09-27,MPT-PH,147,0.22,0
120000,Portalegre,AR,2009-09-27,PPV,134,0.2,0
120000,Portalegre,AR,2009-09-27,POUS,78,0.12,0
130000,Porto,AR,2009-09-27,PS,422558,41.84,18
130000,Porto,AR,2009-09-27,PPD/PSD,294398,29.15,12
130000,Porto,AR,2009-09-27,CDS-PP,93856,9.29,4
130000,Porto,AR,2009-09-27,BE,92962,9.2,3
130000,Porto,AR,2009-09-27,CDU,57597,5.7,2
130000,Porto,AR,2009-09-27,PCTP/MRPP,6991,0.69,0
130000,Porto,AR,2009-09-27,MEP,3557,0.35,0
130000,Porto,AR,2009-09-27,MMS,2224,0.22,0
130000,Porto,AR,2009-09-27,PPV,2152,0.21,0
130000,Porto,AR,2009-09-27,PND,1795,0.18,0
130000,Porto,AR,2009-09-27,MPT-PH,1758,0.17,0
130000,Porto,AR,2009-09-27,PPM,1593,0.16,0
130000,Porto,AR,2009-09-27,PNR,1371,0.14,0
130000,Porto,AR,2009-09-27,POUS,1353,0.13,0
140000,Santarém,AR,2009-09-27,PS,83135,33.72,4
140000,Santarém,AR,2009-09-27,PPD/PSD,66520,26.98,3
140000,Santarém,AR,2009-09-27,BE,29196,11.84,1
140000,Santarém,AR,2009-09-27,CDS-PP,27662,11.22,1
140000,Santarém,AR,2009-09-27,CDU,22722,9.22,1
140000,Santarém,AR,2009-09-27,PCTP/MRPP,3400,1.38,0
140000,Santarém,AR,2009-09-27,MEP,1080,0.44,0
140000,Santarém,AR,2009-09-27,PTP,710,0.29,0
140000,Santarém,AR,2009-09-27,PPM,643,0.26,0
140000,Santarém,AR,2009-09-27,MMS,643,0.26,0
140000,Santarém,AR,2009-09-27,PNR,588,0.24,0
140000,Santarém,AR,2009-09-27,PND,586,0.24,0
140000,Santarém,AR,2009-09-27,PPV,545,0.22,0
140000,Santarém,AR,2009-09-27,MPT-PH,481,0.2,0
140000,Santarém,AR,2009-09-27,POUS,205,0.08,0
150000,Setúbal,AR,2009-09-27,PS,142727,34.02,7
150000,Setúbal,AR,2009-09-27,CDU,84183,20.07,4
150000,Setúbal,AR,2009-09-27,PPD/PSD,68731,16.38,3
150000,Setúbal,AR,2009-09-27,BE,58833,14.02,2
150000,Setúbal,AR,2009-09-27,CDS-PP,38358,9.14,1
150000,Setúbal,AR,2009-09-27,PCTP/MRPP,5574,1.33,0
150000,Setúbal,AR,2009-09-27,MEP,1710,0.41,0
150000,Setúbal,AR,2009-09-27,PPM,1238,0.3,0
150000,Setúbal,AR,2009-09-27,MMS,1158,0.28,0
150000,Setúbal,AR,2009-09-27,PND,1089,0.26,0
150000,Setúbal,AR,2009-09-27,MPT-PH,917,0.22,0
150000,Setúbal,AR,2009-09-27,PPV,730,0.17,0
150000,Setúbal,AR,2009-09-27,PTP,600,0.14,0
150000,Setúbal,AR,2009-09-27,POUS,313,0.07,0
160000,Viana do Castelo,AR,2009-09-27,PS,51306,36.26,3
160000,Viana do Castelo,AR,2009-09-27,PPD/PSD,44327,31.33,2
160000,Viana do Castelo,AR,2009-09-27,CDS-PP,19243,13.6,1
160000,Viana do Castelo,AR,2009-09-27,BE,12099,8.55,0
160000,Viana do Castelo,AR,2009-09-27,CDU,5934,4.19,0
160000,Viana do Castelo,AR,2009-09-27,PND,1398,0.99,0
160000,Viana do Castelo,AR,2009-09-27,PCTP/MRPP,1192,0.84,0
160000,Viana do Castelo,AR,2009-09-27,PPM,513,0.36,0
160000,Viana do Castelo,AR,2009-09-27,MEP,399,0.28,0
160000,Viana do Castelo,AR,2009-09-27,PPV,372,0.26,0
160000,Viana do Castelo,AR,2009-09-27,MMS,257,0.18,0
160000,Viana do Castelo,AR,2009-09-27,MPT-PH,247,0.17,0
160000,Viana do Castelo,AR,2009-09-27,PNR,194,0.14,0
170000,Vila Real,AR,2009-09-27,PPD/PSD,51820,41.09,3
170000,Vila Real,AR,2009-09-27,PS,45531,36.1,2
170000,Vila Real,AR,2009-09-27,CDS-PP,12728,10.09,0
170000,Vila Real,AR,2009-09-27,BE,6929,5.49,0
170000,Vila Real,AR,2009-09-27,CDU,3620,2.87,0
170000,Vila Real,AR,2009-09-27,PCTP/MRPP,764,0.61,0
170000,Vila Real,AR,2009-09-27,MEP,358,0.28,0
170000,Vila Real,AR,2009-09-27,PPM,330,0.26,0
170000,Vila Real,AR,2009-09-27,MMS,275,0.22,0
170000,Vila Real,AR,2009-09-27,MPT-PH,258,0.2,0
170000,Vila Real,AR,2009-09-27,PPV,184,0.15,0
180000,Viseu,AR,2009-09-27,PPD/PSD,80706,37.48,4
180000,Viseu,AR,2009-09-27,PS,74754,34.72,4
180000,Viseu,AR,2009-09-27,CDS-PP,28925,13.43,1
180000,Viseu,AR,2009-09-27,BE,13971,6.49,0
180000,Viseu,AR,2009-09-27,CDU,6146,2.85,0
180000,Viseu,AR,2009-09-27,PCTP/MRPP,1300,0.6,0
180000,Viseu,AR,2009-09-27,PND,512,0.24,0
180000,Viseu,AR,2009-09-27,MEP,502,0.23,0
180000,Viseu,AR,2009-09-27,MMS,382,0.18,0
180000,Viseu,AR,2009-09-27,PNR,375,0.17,0
180000,Viseu,AR,2009-09-27,PPV,350,0.16,0
180000,Viseu,AR,2009-09-27,MPT-PH,305,0.14,0
210001,Açores,AR,2011-06-05,PPD/PSD,42622,47.21,3
210001,Açores,AR,2011-06-05,PS,23189,25.69,2
210001,Açores,AR,2011-06-05,CDS-PP,10896,12.07,0
210001,Açores,AR,2011-06-05,BE,3965,4.39,0
210001,Açores,AR,2011-06-05,CDU,2288,2.53,0
210001,Açores,AR,2011-06-05,PAN,756,0.84,0
210001,Açores,AR,2011-06-05,PCTP/MRPP,669,0.74,0
210001,Açores,AR,2011-06-05,PDA,389,0.43,0
210001,Açores,AR,2011-06-05,MPT,314,0.35,0
210001,Açores,AR,2011-06-05,PTP,293,0.32,0
210001,Açores,AR,2011-06-05,PPM,271,0.3,0
210001,Açores,AR,2011-06-05,MEP,257,0.28,0
210001,Açores,AR,2011-06-05,PNR,219,0.24,0
210001,Açores,AR,2011-06-05,PND,0,0,0
210001,Açores,AR,2011-06-05,PH,0,0,0
210001,Açores,AR,2011-06-05,POUS,0,0,0
210001,Açores,AR,2011-06-05,PPV,0,0,0
10000,Aveiro,AR,2011-06-05,PPD/PSD,170869,44.46,8
10000,Aveiro,AR,2011-06-05,PS,99652,25.93,5
10000,Aveiro,AR,2011-06-05,CDS-PP,49539,12.89,2
10000,Aveiro,AR,2011-06-05,BE,19327,5.03,1
10000,Aveiro,AR,2011-06-05,CDU,15729,4.09,0
10000,Aveiro,AR,2011-06-05,PCTP/MRPP,3284,0.85,0
10000,Aveiro,AR,2011-06-05,PAN,3040,0.79,0
10000,Aveiro,AR,2011-06-05,PNR,1354,0.35,0
10000,Aveiro,AR,2011-06-05,MEP,1318,0.34,0
10000,Aveiro,AR,2011-06-05,MPT,1297,0.34,0
10000,Aveiro,AR,2011-06-05,PPM,1046,0.27,0
10000,Aveiro,AR,2011-06-05,PTP,993,0.26,0
10000,Aveiro,AR,2011-06-05,PPV,720,0.19,0
10000,Aveiro,AR,2011-06-05,PDA,408,0.11,0
10000,Aveiro,AR,2011-06-05,PH,0,0,0
10000,Aveiro,AR,2011-06-05,PND,0,0,0
20000,Beja,AR,2011-06-05,PS,22307,29.8,1
20000,Beja,AR,2011-06-05,CDU,19000,25.38,1
20000,Beja,AR,2011-06-05,PPD/PSD,17710,23.65,1
20000,Beja,AR,2011-06-05,CDS-PP,5463,7.3,0
20000,Beja,AR,2011-06-05,BE,3890,5.2,0
20000,Beja,AR,2011-06-05,PCTP/MRPP,1980,2.64,0
20000,Beja,AR,2011-06-05,PAN,532,0.71,0
20000,Beja,AR,2011-06-05,PNR,306,0.41,0
20000,Beja,AR,2011-06-05,MPT,255,0.34,0
20000,Beja,AR,2011-06-05,PPM,232,0.31,0
20000,Beja,AR,2011-06-05,PTP,201,0.27,0
20000,Beja,AR,2011-06-05,MEP,191,0.26,0
20000,Beja,AR,2011-06-05,PH,93,0.12,0
20000,Beja,AR,2011-06-05,POUS,0,0,0
20000,Beja,AR,2011-06-05,PND,0,0,0
20000,Beja,AR,2011-06-05,PDA,0,0,0
20000,Beja,AR,2011-06-05,PPV,0,0,0
30000,Braga,AR,2011-06-05,PPD/PSD,194550,40.08,9
30000,Braga,AR,2011-06-05,PS,159476,32.86,7
30000,Braga,AR,2011-06-05,CDS-PP,50421,10.39,2
30000,Braga,AR,2011-06-05,CDU,23731,4.89,1
30000,Braga,AR,2011-06-05,BE,20488,4.22,0
30000,Braga,AR,2011-06-05,PCTP/MRPP,4264,0.88,0
30000,Braga,AR,2011-06-05,PAN,2710,0.56,0
30000,Braga,AR,2011-06-05,PND,2328,0.48,0
30000,Braga,AR,2011-06-05,MPT,1959,0.4,0
30000,Braga,AR,2011-06-05,MEP,1630,0.34,0
30000,Braga,AR,2011-06-05,PTP,1465,0.3,0
30000,Braga,AR,2011-06-05,PPM,1114,0.23,0
30000,Braga,AR,2011-06-05,PNR,1094,0.23,0
30000,Braga,AR,2011-06-05,PPV,783,0.16,0
30000,Braga,AR,2011-06-05,POUS,693,0.14,0
30000,Braga,AR,2011-06-05,PDA,593,0.12,0
30000,Braga,AR,2011-06-05,PH,0,0,0
40000,Bragança,AR,2011-06-05,PPD/PSD,39338,52.05,2
40000,Bragança,AR,2011-06-05,PS,19728,26.1,1
40000,Bragança,AR,2011-06-05,CDS-PP,8378,11.09,0
40000,Bragança,AR,2011-06-05,CDU,1956,2.59,0
40000,Bragança,AR,2011-06-05,BE,1732,2.29,0
40000,Bragança,AR,2011-06-05,PCTP/MRPP,417,0.55,0
40000,Bragança,AR,2011-06-05,PH,304,0.4,0
40000,Bragança,AR,2011-06-05,MPT,282,0.37,0
40000,Bragança,AR,2011-06-05,PPM,247,0.33,0
40000,Bragança,AR,2011-06-05,MEP,224,0.3,0
40000,Bragança,AR,2011-06-05,PTP,175,0.23,0
40000,Bragança,AR,2011-06-05,PNR,165,0.22,0
40000,Bragança,AR,2011-06-05,PDA,146,0.19,0
40000,Bragança,AR,2011-06-05,PND,0,0,0
40000,Bragança,AR,2011-06-05,POUS,0,0,0
40000,Bragança,AR,2011-06-05,PPV,0,0,0
40000,Bragança,AR,2011-06-05,PAN,0,0,0
50000,Castelo Branco,AR,2011-06-05,PPD/PSD,41754,37.92,2
50000,Castelo Branco,AR,2011-06-05,PS,38317,34.8,2
50000,Castelo Branco,AR,2011-06-05,CDS-PP,10571,9.6,0
50000,Castelo Branco,AR,2011-06-05,CDU,5384,4.89,0
50000,Castelo Branco,AR,2011-06-05,BE,4609,4.19,0
50000,Castelo Branco,AR,2011-06-05,PCTP/MRPP,1454,1.32,0
50000,Castelo Branco,AR,2011-06-05,PAN,770,0.7,0
50000,Castelo Branco,AR,2011-06-05,PTP,543,0.49,0
50000,Castelo Branco,AR,2011-06-05,PNR,428,0.39,0
50000,Castelo Branco,AR,2011-06-05,MPT,403,0.37,0
50000,Castelo Branco,AR,2011-06-05,MEP,355,0.32,0
50000,Castelo Branco,AR,2011-06-05,PPV,219,0.2,0
50000,Castelo Branco,AR,2011-06-05,POUS,0,0,0
50000,Castelo Branco,AR,2011-06-05,PND,0,0,0
50000,Castelo Branco,AR,2011-06-05,PH,0,0,0
50000,Castelo Branco,AR,2011-06-05,PDA,0,0,0
50000,Castelo Branco,AR,2011-06-05,PPM,0,0,0
60000,Coimbra,AR,2011-06-05,PPD/PSD,91028,40.14,5
60000,Coimbra,AR,2011-06-05,PS,66199,29.19,3
60000,Coimbra,AR,2011-06-05,CDS-PP,22391,9.87,1
60000,Coimbra,AR,2011-06-05,CDU,14138,6.23,0
60000,Coimbra,AR,2011-06-05,BE,13034,5.75,0
60000,Coimbra,AR,2011-06-05,PAN,2535,1.12,0
60000,Coimbra,AR,2011-06-05,PCTP/MRPP,2014,0.89,0
60000,Coimbra,AR,2011-06-05,MEP,900,0.4,0
60000,Coimbra,AR,2011-06-05,MPT,662,0.29,0
60000,Coimbra,AR,2011-06-05,PTP,600,0.26,0
60000,Coimbra,AR,2011-06-05,PNR,591,0.26,0
60000,Coimbra,AR,2011-06-05,PPM,557,0.25,0
60000,Coimbra,AR,2011-06-05,PND,526,0.23,0
60000,Coimbra,AR,2011-06-05,PPV,336,0.15,0
60000,Coimbra,AR,2011-06-05,POUS,0,0,0
60000,Coimbra,AR,2011-06-05,PH,0,0,0
60000,Coimbra,AR,2011-06-05,PDA,0,0,0
750040,Europa,AR,2011-06-05,PS,7205,39.61,1
750040,Europa,AR,2011-06-05,PPD/PSD,5312,29.2,1
750040,Europa,AR,2011-06-05,CDS-PP,994,5.46,0
750040,Europa,AR,2011-06-05,CDU,803,4.41,0
750040,Europa,AR,2011-06-05,BE,602,3.31,0
750040,Europa,AR,2011-06-05,PAN,192,1.06,0
750040,Europa,AR,2011-06-05,PCTP/MRPP,132,0.73,0
750040,Europa,AR,2011-06-05,MPT,101,0.56,0
750040,Europa,AR,2011-06-05,PTP,83,0.46,0
750040,Europa,AR,2011-06-05,MEP,55,0.3,0
750040,Europa,AR,2011-06-05,PPM,50,0.27,0
750040,Europa,AR,2011-06-05,PNR,48,0.26,0
750040,Europa,AR,2011-06-05,PND,24,0.13,0
750040,Europa,AR,2011-06-05,PH,19,0.1,0
750040,Europa,AR,2011-06-05,PDA,0,0,0
750040,Europa,AR,2011-06-05,POUS,0,0,0
750040,Europa,AR,2011-06-05,PPV,0,0,0
70000,Évora,AR,2011-06-05,PS,25010,29.04,1
70000,Évora,AR,2011-06-05,PPD/PSD,23747,27.57,1
70000,Évora,AR,2011-06-05,CDU,18967,22.02,1
